timestamp;acc_z;acc_y;acc_x;gyro_z;gyro_y;gyro_x
1767541871450425000;-0.075225830078125;-0.9940338134765625;-0.02606201171875;-0.00424135010689497;-0.01278743427246809;-0.0329933688044548
1767541871460425200;-0.0786590576171875;-0.99285888671875;-0.02587890625;0.003037601476535201;-0.024323714897036552;-0.03833620250225067
1767541871470425000;-0.0818939208984375;-0.993133544921875;-0.0265045166015625;0.010035856626927853;-0.03133581951260567;-0.03996312990784645
1767541871480425200;-0.0827484130859375;-0.995513916015625;-0.0297393798828125;0.017180318012833595;-0.03268923610448837;-0.04199139401316643
1767541871490425300;-0.0810394287109375;-1.0002899169921875;-0.03924560546875;0.019183281809091568;-0.03292439505457878;-0.04463724419474602
1767541871500425200;-0.0844268798828125;-1.0008544921875;-0.0460052490234375;0.014455106109380722;-0.035108186304569244;-0.04913904890418053
1767541871510425300;-0.0892333984375;-1.003814697265625;-0.0490264892578125;0.009170062839984894;-0.029738454148173332;-0.049670882523059845
1767541871520425200;-0.0849609375;-1.011016845703125;-0.0477294921875;0.0011225224006921053;-0.022343123331665993;-0.04916754737496376
1767541871530425300;-0.0853271484375;-1.0124664306640625;-0.042449951171875;-0.01128141675144434;-0.02153485268354416;-0.048722799867391586
1767541871540425200;-0.088043212890625;-1.006683349609375;-0.034332275390625;-0.01528867520391941;-0.020659206435084343;-0.0436880923807621
1767541871550425300;-0.085540771484375;-0.9989776611328125;-0.027191162109375;-0.0217732060700655;-0.019704729318618774;-0.04003769904375076
1767541871560425200;-0.0858001708984375;-0.992950439453125;-0.0240325927734375;-0.016814932227134705;-0.016045279800891876;-0.036138828843832016
1767541871570425300;-0.085113525390625;-0.9899139404296875;-0.024139404296875;-0.009927998296916485;-0.01595153659582138;-0.03165033832192421
1767541871580425200;-0.0853271484375;-0.9913177490234375;-0.028106689453125;0.00336170825175941;-0.015572568401694298;-0.030008764937520027
1767541871590425300;-0.0804595947265625;-0.9992218017578125;-0.034027099609375;0.008362858556210995;-0.009887518361210823;-0.03362533822655678
1767541871600425200;-0.0777587890625;-1.0025177001953125;-0.0311279296875;0.012403139844536781;-0.017054084688425064;-0.04729534313082695
1767541871610425300;-0.0830841064453125;-1.0052032470703125;-0.0343475341796875;0.016881512477993965;-0.01750975102186203;-0.06329961121082306
1767541871620425200;-0.0835113525390625;-1.0135955810546875;-0.0345001220703125;0.01836409419775009;-0.017889251932501793;-0.07116099447011948
1767541871630425000;-0.0849151611328125;-1.008758544921875;-0.031494140625;0.017661817371845245;-0.020320450887084007;-0.07742954045534134
1767541871640425200;-0.0858001708984375;-1.0062255859375;-0.0384979248046875;0.021224329248070717;-0.012813267298042774;-0.08688270300626755
1767541871650425000;-0.08673095703125;-1.0042266845703125;-0.043701171875;0.020378774031996727;-0.0007209177128970623;-0.10041262209415436
1767541871660425200;-0.0962371826171875;-1.0002899169921875;-0.038330078125;0.013770939782261848;-0.007526892237365246;-0.10513360798358917
1767541871670425000;-0.1030426025390625;-0.992919921875;-0.0326690673828125;0.009836118668317795;-0.008552475832402706;-0.10186244547367096
1767541871680425200;-0.1075439453125;-0.9877471923828125;-0.0345611572265625;0.003964914008975029;-0.004315386060625315;-0.0859210342168808
1767541871690425000;-0.1121978759765625;-0.98272705078125;-0.0335845947265625;0.004603007808327675;-0.003409645054489374;-0.06076987460255623
1767541871700425200;-0.1089935302734375;-0.98199462890625;-0.0357513427734375;0.0031531827989965677;0.0004370247188489884;-0.035417113453149796
1767541871710425000;-0.1023406982421875;-0.9850616455078125;-0.0397186279296875;-0.00112465291749686;0.007799333427101374;-0.018040785565972328
1767541871720425200;-0.1000518798828125;-0.9832763671875;-0.0388641357421875;-0.006573214195668697;0.011924570426344872;-0.006947388406842947
1767541871730425000;-0.108184814453125;-0.9891357421875;-0.043487548828125;-0.006366020068526268;0.009380718693137169;0.009664345532655716
1767541871740425500;-0.098358154296875;-0.989654541015625;-0.0426483154296875;-0.008694954216480255;0.01293151080608368;0.01775502786040306
1767541871750425300;-0.091827392578125;-0.9896240234375;-0.036712646484375;-0.011888351291418076;0.0018453042721375823;0.020622720941901207
1767541871760425200;-0.0893096923828125;-0.9962615966796875;-0.0393524169921875;-0.020371051505208015;0.010066748596727848;0.009698700159788132
1767541871770426400;-0.0912933349609375;-0.9974822998046875;-0.0355072021484375;-0.02779301442205906;0.01768498681485653;0.001255414099432528
1767541871780426200;-0.0961456298828125;-1.001007080078125;-0.0373992919921875;-0.028295287862420082;0.010876083746552467;0.010410296730697155
1767541871790426400;-0.0976715087890625;-1.00390625;-0.041168212890625;-0.029876671731472015;0.012970127165317535;0.013859356753528118
1767541871800426200;-0.0996246337890625;-1.003265380859375;-0.040130615234375;-0.035901542752981186;0.02111407369375229;0.015924371778964996
1767541871810426000;-0.097625732421875;-0.9978790283203125;-0.0366058349609375;-0.041783131659030914;0.02406778559088707;0.02430427446961403
1767541871820426200;-0.0934906005859375;-0.995330810546875;-0.0430450439453125;-0.041673678904771805;0.02588273026049137;0.03429991751909256
