time,seconds_elapsed,z,y,x
1768576268039134500,0.056134521484375,0.021848880247212946,-0.01106530989902094,-0.002239303359389305
1768576268049134600,0.066134521484375,0.02027589530944824,0.0008874138263985515,0.02122048268318176
1768576268059134500,0.076134521484375,-0.004751578441262245,0.01753043252620846,0.013698270484805106
1768576268069133600,0.086133544921875,0.03935410526692867,0.0348366278424859,0.0010819500178098679
1768576268079133400,0.096133544921875,0.0449514868825674,0.011071611775644122,-0.004661562070250511
1768576268089133600,0.106133544921875,0.017367898908257483,0.018177881850581615,-0.0020247838258743286
1768576268099133400,0.116133544921875,0.008950783696770668,0.0138484378115274,0.025458850905299184
1768576268109133600,0.126133544921875,0.03942545347008854,0.015359828755166382,0.026938860329985617
1768576268119132400,0.13613232421875,0.03411331853661686,0.012976038891170173,0.021392916640639303
1768576268129132500,0.146132568359375,-0.0015817162334918974,0.009330229734722525,0.01913432405889034
1768576268139132400,0.15613232421875,0.006674655458331108,0.009667517131380737,0.0075982000440359115
1768576268149132500,0.166132568359375,0.037720987639762456,0.0385145126376301,-0.031046880170702933
1768576268159132400,0.17613232421875,0.05286185814831405,0.011420863604731856,-0.002949497455358505
1768576268169131500,0.186131591796875,0.02840604680571705,0.010355828189104795,0.018132453539967536
1768576268179131400,0.19613134765625,0.012189619487524032,0.017836557599622754,0.02111585326492786
1768576268189131500,0.206131591796875,-0.007307108142971992,0.02545550817074254,0.043838557204604146
1768576268199131400,0.21613134765625,-0.013687201101519166,0.035268278991710394,0.07105681899785996
1768576268209131500,0.226131591796875,-0.000023380875587463377,0.04734775263564661,0.057581251353025435
1768576268219130600,0.236130615234375,0.03227499719355255,0.021010347063839436,0.056709729215502734
1768576268229130500,0.246130615234375,-0.009805902688764035,0.033105182673688976,0.06484393583238124
1768576268239130600,0.256130615234375,-0.034783728611469264,0.022788407853338865,-0.005128010538220405
1768576268249130500,0.266130615234375,0.01828037411067635,0.024784531840309498,0.00978022025823593
1768576268259130400,0.27613037109375,-0.0010608706971630454,0.02171929905079305,0.015283493849635123
1768576268269129500,0.28612939453125,-0.023227146330475807,0.017605580121651292,0.004932195705175399
1768576268279129600,0.296129638671875,-0.03573069060537964,0.026461379011347888,-0.004244797962903976
1768576268289129500,0.30612939453125,0.01393909350335598,0.004050170439947396,0.0049789574563503265
1768576268299129600,0.316129638671875,-0.008768412867188453,0.047667997565958645,-0.01842939065992832
1768576268309129500,0.32612939453125,-0.04526767669226974,0.03610907719740644,0.018163433200120926
1768576268319128600,0.336128662109375,0.0177636202275753,0.013894505442958324,0.0493739794999361
1768576268329128400,0.34612841796875,-0.008553893333673476,0.029673984382301566,0.0591816722869873
1768576268339128600,0.356128662109375,0.011789843047596513,0.04135620233695954,0.032788755401968954
1768576268349128400,0.36612841796875,-0.0239244809448719,0.031676337180659174,0.015527823999524116
1768576268359128600,0.376128662109375,-0.017094890653155743,0.023016243526153266,0.009635258829593658
1768576268369127400,0.38612744140625,0.010095277556777,0.029970884969644247,0.01196574760377407
1768576268379127600,0.39612744140625,-0.008082768690586089,0.02422130846697837,0.011738368588685988
1768576268389127400,0.40612744140625,-0.009511924710869788,0.033742074071429665,0.0028162264645099637
1768576268399127600,0.41612744140625,0.003441664886474609,0.026660974970366805,0.007189619243144989
1768576268409126400,0.42612646484375,0.0041939810911193484,0.0018613368924707172,0.003017301994562149
1768576268419126500,0.43612646484375,-0.0398707495521754,0.033584435824304815,0.02112345204949379
1768576268429126400,0.44612646484375,-0.0072165072500705715,0.027842713834531605,0.02158405529856682
1768576268439126500,0.45612646484375,0.004617759461142123,0.029549846545979377,0.027430443239212034
1768576268449126400,0.46612646484375,0.008881773581169546,0.030238395065721124,0.02353285127878189
1768576268459125500,0.47612548828125,0.05827628441248089,0.028123814064543694,0.029225509962439535
1768576268469125600,0.486125732421875,0.03608783347997814,0.011418324587773532,0.03928279359638691
1768576268479125500,0.49612548828125,-0.0061608607172966,0.0069109666985459626,0.04053483948409557
1768576268489125400,0.50612548828125,-0.0014822744470089674,0.017536807468067853,0.035814240702986715
1768576268499125500,0.51612548828125,-0.023515315622091294,0.006737838621344417,0.02345920152068138
1768576268509124600,0.52612451171875,0.023377368456125258,0.006405866720620542,0.0399888960391283
1768576268519124500,0.53612451171875,0.025490451619960365,-0.015176581142749637,0.026148586735129355
1768576268529124600,0.54612451171875,0.03228723562061787,-0.002736329628713429,0.017084990313649177
1768576268539124500,0.55612451171875,0.023885902500152587,0.013950966604240238,-0.0039770869374275205
1768576268549124400,0.566124267578125,0.033754422096349296,0.012444635428208856,0.0015858078867197036
1768576268559123500,0.57612353515625,0.019677929416298864,-0.0001799414104782045,-0.016486439898610115
1768576268569123600,0.58612353515625,-0.01808331716861576,0.009620974575914442,-0.012276128727197647
1768576268579123500,0.59612353515625,0.01996960583925247,-0.009978062651585786,0.012885200536251067
1768576268589123600,0.60612353515625,-0.013065233278274536,-0.02090538885202259,0.021739538121223447
1768576268599123500,0.61612353515625,-0.00014437690675258636,-0.00009180646929889917,0.06309738442599773
1768576268609122600,0.62612255859375,0.04616027815043926,-0.002354399372730404,0.0568985297858715
1768576268619122400,0.636122314453125,0.03914718451797962,0.021424170295428483,0.03183832280933857
1768576268629122600,0.64612255859375,0.044404958915710446,0.01480632305825129,0.029517770907282827
1768576268639122400,0.656122314453125,-0.008256371691823005,0.0358488918912597,0.027196634483337402
1768576268649122600,0.66612255859375,-0.03459788718316704,0.0244453082148917,-0.013732172754406928
1768576268659121400,0.676121337890625,-0.014759177714586257,0.04845065410993993,0.03153144881725311
1768576268669121500,0.68612158203125,0.0013976283708587289,0.01854421267863363,0.007671265280246734
1768576268679121400,0.696121337890625,-0.029006314253807067,0.02794274014290422,-0.011274842730164528
1768576268689121500,0.70612158203125,0.0034036709636449812,0.014765497857518493,-0.0040390462577342984
1768576268699121400,0.716121337890625,-0.0017470993956550955,0.005316756309662014,0.003801730370521545
1768576268709120500,0.72612060546875,-0.008056428672932088,0.020584321937803178,0.027802783682942388
1768576268719120400,0.736120361328125,-0.009363456150889396,0.009807930249068885,0.01694061340689659
1768576268729120500,0.74612060546875,-0.016796857554651795,-0.006875475260056555,-0.002625087806582451
1768576268739120400,0.756120361328125,-0.0306780833909288,-0.013404182909056544,0.00950491044819355
1768576268749119500,0.766119384765625,-0.04123860383927822,-0.01946962042786181,-0.006078443130850791
1768576268759119600,0.77611962890625,0.009656301617622374,-0.01946532784523442,-0.009553425765037536
1768576268769119500,0.786119384765625,0.04044891476631164,-0.027407171961478887,0.013015548917651176
