version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 16 Pro,1767708902676,2026-01-06_14-15-02,Europe/Copenhagen,ios,1.50,b8675abf-2822-4637-af2d-00f162bc34ce,Accelerometer|Gyroscope|Compass|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,false
